source_battery_id,cycle_number,timestamp,ambient_temperature,voltage_mean,voltage_std,voltage_min,voltage_max,current_mean,current_std,current_load_mean,temperature_mean,temperature_std,temperature_rise_rate,internal_resistance,capacity
KAGGLE_003,72,2026-01-01T00:12:00,29.301,3.7243,0.0525,3.4034,4.1131,-1.7696,0.1396,-1.7368,26.4675,1.6674,1.0138,0.02032,1.94742
KAGGLE_003,73,2026-01-01T00:13:00,25.569,3.7212,0.0524,3.4897,4.1598,-1.7854,0.1247,-1.6506,23.181,1.5955,0.5195,0.02173,1.93512
KAGGLE_003,74,2026-01-01T00:14:00,24.498,3.7335,0.0558,3.4477,4.0835,-1.8506,0.1306,-1.6584,26.7465,1.3335,1.006,0.0239,1.93235
KAGGLE_003,75,2026-01-01T00:15:00,26.494,3.6879,0.0588,3.4509,4.1288,-1.7288,0.1039,-1.7203,24.3645,1.5257,1.0076,0.0237,1.92686
KAGGLE_003,76,2026-01-01T00:16:00,24.267,3.6823,0.0564,3.4178,4.0843,-1.7498,0.1294,-1.6511,23.8427,1.5077,0.7176,0.02423,1.95216
KAGGLE_003,77,2026-01-01T00:17:00,22.848,3.6619,0.0555,3.4439,4.1585,-1.8338,0.1367,-1.6511,26.0139,1.6698,0.7998,0.01712,1.90434
KAGGLE_003,78,2026-01-01T00:18:00,28.388,3.7255,0.0505,3.4903,4.166,-1.7936,0.132,-1.7493,26.33,1.3103,0.3828,0.02913,1.90764
KAGGLE_003,79,2026-01-01T00:19:00,27.321,3.7021,0.0666,3.4295,4.081,-1.767,0.1338,-1.7056,24.7291,1.4052,0.9781,0.0299,1.92637
KAGGLE_003,80,2026-01-01T00:20:00,21.165,3.6854,0.0516,3.4793,4.1427,-1.8277,0.1203,-1.7224,25.5225,1.5051,0.8993,0.0256,1.93287
KAGGLE_004,1,2026-01-01T00:01:00,29.324,3.7294,0.0564,3.4841,4.1361,-1.7396,0.1014,-1.6866,23.0319,1.3547,0.5386,0.02915,1.98572
KAGGLE_004,2,2026-01-01T00:02:00,22.653,3.6651,0.0663,3.4734,4.0983,-1.8482,0.135,-1.6549,26.4286,1.5998,0.2029,0.01601,1.9954
KAGGLE_004,3,2026-01-01T00:03:00,22.085,3.6678,0.0584,3.4263,4.108,-1.7866,0.1255,-1.7016,25.6278,1.372,0.4701,0.01848,1.98376
KAGGLE_004,4,2026-01-01T00:04:00,24.851,3.7297,0.0578,3.4357,4.1181,-1.8646,0.1045,-1.6619,26.0198,1.4149,1.0724,0.01988,1.96314
KAGGLE_004,5,2026-01-01T00:05:00,21.158,3.6965,0.0564,3.4114,4.1397,-1.7672,0.1309,-1.7016,26.2189,1.4957,0.5708,0.01852,1.98067
KAGGLE_004,6,2026-01-01T00:06:00,25.075,3.739,0.0657,3.4061,4.1472,-1.8381,0.1127,-1.7109,24.7678,1.4595,1.0211,0.01902,1.95371
KAGGLE_004,7,2026-01-01T00:07:00,23.398,3.7319,0.0562,3.441,4.1273,-1.8534,0.1082,-1.6875,26.7915,1.5453,0.4967,0.02407,1.97529
KAGGLE_004,8,2026-01-01T00:08:00,27.222,3.7302,0.0518,3.4705,4.1612,-1.7573,0.1221,-1.6845,25.0746,1.4448,0.3786,0.01735,1.92815
KAGGLE_004,9,2026-01-01T00:09:00,28.597,3.6729,0.066,3.4911,4.1032,-1.8455,0.1293,-1.656,23.1443,1.308,1.0463,0.01654,1.95446
KAGGLE_004,10,2026-01-01T00:10:00,24.849,3.6657,0.056,3.423,4.1472,-1.8404,0.1109,-1.7376,26.1362,1.5621,0.3181,0.02611,1.94157
KAGGLE_004,11,2026-01-01T00:11:00,20.849,3.6574,0.0644,3.4762,4.1115,-1.8776,0.1332,-1.6895,23.6074,1.5943,0.9134,0.01791,1.92928
KAGGLE_004,12,2026-01-01T00:12:00,23.122,3.6824,0.0602,3.4023,4.0974,-1.8476,0.1106,-1.6844,24.8856,1.4165,0.2838,0.0295,1.94481
KAGGLE_004,13,2026-01-01T00:13:00,24.833,3.7408,0.0607,3.4245,4.0717,-1.8005,0.1157,-1.7127,25.1863,1.3433,0.4017,0.02963,1.93754
KAGGLE_004,14,2026-01-01T00:14:00,22.321,3.687,0.0613,3.4643,4.1032,-1.7505,0.139,-1.7405,23.677,1.6459,0.6408,0.01875,1.92314
KAGGLE_004,15,2026-01-01T00:15:00,26.165,3.6974,0.0645,3.4567,4.0932,-1.7572,0.1101,-1.7189,24.3515,1.3602,0.4893,0.02348,1.90321
KAGGLE_004,16,2026-01-01T00:16:00,20.056,3.719,0.0651,3.4795,4.1246,-1.8299,0.1261,-1.7178,25.8355,1.5058,0.9728,0.02989,1.91456
KAGGLE_004,17,2026-01-01T00:17:00,21.05,3.7199,0.0575,3.4757,4.0862,-1.7603,0.1066,-1.7062,26.8877,1.3156,0.5818,0.01756,1.8905
KAGGLE_004,18,2026-01-01T00:18:00,24.872,3.7249,0.0609,3.4399,4.0997,-1.8103,0.1118,-1.6578,25.7067,1.509,0.7536,0.02057,1.92927
KAGGLE_004,19,2026-01-01T00:19:00,21.415,3.7023,0.0541,3.4614,4.1414,-1.7969,0.11,-1.7037,26.7448,1.6708,0.8481,0.02779,1.91556
KAGGLE_004,20,2026-01-01T00:20:00,25.244,3.7329,0.0502,3.4416,4.085,-1.8693,0.1391,-1.7188,23.7507,1.5776,0.684,0.01997,1.88015
KAGGLE_004,21,2026-01-01T00:21:00,24.687,3.6656,0.057,3.4559,4.0926,-1.7794,0.1371,-1.7225,26.283,1.6472,0.726,0.01959,1.87119
KAGGLE_004,22,2026-01-01T00:22:00,24.033,3.6755,0.0608,3.4659,4.0777,-1.8556,0.1292,-1.722,24.0518,1.3409,0.9172,0.02381,1.9005
KAGGLE_004,23,2026-01-01T00:23:00,23.302,3.7272,0.0618,3.4277,4.1507,-1.7406,0.1267,-1.7027,23.6724,1.6133,1.0902,0.01637,1.90451
KAGGLE_004,24,2026-01-01T00:24:00,21.465,3.6665,0.0675,3.4323,4.1596,-1.8716,0.1205,-1.706,25.6594,1.4308,0.6503,0.01676,1.90227
KAGGLE_004,25,2026-01-01T00:25:00,23.773,3.6886,0.0595,3.4312,4.1222,-1.7951,0.1353,-1.6658,26.8214,1.6782,0.9502,0.02567,1.88322
KAGGLE_004,26,2026-01-01T00:26:00,25.605,3.699,0.0658,3.4685,4.1258,-1.8103,0.1139,-1.7475,24.4627,1.4864,0.803,0.02593,1.89555
KAGGLE_004,27,2026-01-01T00:27:00,25.598,3.7498,0.0688,3.4382,4.0879,-1.7604,0.1004,-1.7058,25.104,1.3022,0.4794,0.01641,1.85354
KAGGLE_004,28,2026-01-01T00:28:00,22.538,3.7422,0.0621,3.4034,4.0975,-1.8034,0.1018,-1.6805,24.0122,1.5501,1.074,0.02735,1.85841
KAGGLE_004,29,2026-01-01T00:29:00,29.276,3.7497,0.0626,3.449,4.1173,-1.74,0.13,-1.6693,23.1528,1.3115,1.0048,0.0173,1.88365
KAGGLE_004,30,2026-01-01T00:30:00,28.709,3.6632,0.0584,3.4846,4.0756,-1.778,0.1025,-1.7403,25.1763,1.6934,0.3748,0.02421,1.87162
KAGGLE_004,31,2026-01-01T00:31:00,28.373,3.7348,0.0563,3.4709,4.1606,-1.7861,0.1378,-1.6984,26.7622,1.4613,0.9539,0.02504,1.82405
KAGGLE_004,32,2026-01-01T00:32:00,28.25,3.7002,0.0646,3.4084,4.1143,-1.8359,0.1079,-1.6995,23.6919,1.5987,0.9541,0.01505,1.82255
KAGGLE_004,33,2026-01-01T00:33:00,23.507,3.6841,0.0614,3.4696,4.1266,-1.8059,0.1047,-1.7409,25.9182,1.3743,0.732,0.02949,1.8307
KAGGLE_004,34,2026-01-01T00:34:00,27.887,3.6718,0.0575,3.4081,4.1424,-1.8405,0.1335,-1.6858,26.6059,1.3764,0.8802,0.01699,1.85591
KAGGLE_004,35,2026-01-01T00:35:00,27.059,3.6678,0.0528,3.4316,4.0926,-1.8499,0.1353,-1.7323,24.1797,1.579,0.4381,0.02235,1.80875
KAGGLE_004,36,2026-01-01T00:36:00,23.489,3.7142,0.059,3.4631,4.1532,-1.8741,0.1334,-1.7114,25.1518,1.3843,0.832,0.0202,1.83592
KAGGLE_004,37,2026-01-01T00:37:00,27.963,3.6707,0.064,3.4504,4.153,-1.7529,0.1036,-1.6727,24.0329,1.4871,0.2283,0.01673,1.84552
KAGGLE_004,38,2026-01-01T00:38:00,21.864,3.664,0.0617,3.4372,4.1078,-1.7859,0.1014,-1.6799,25.5179,1.6477,0.2071,0.02132,1.83203
KAGGLE_004,39,2026-01-01T00:39:00,26.479,3.66,0.0683,3.4306,4.1167,-1.8502,0.1009,-1.6691,24.8258,1.5304,0.5915,0.02099,1.8083
KAGGLE_004,40,2026-01-01T00:40:00,22.526,3.6873,0.0568,3.4679,4.1,-1.7247,0.1351,-1.6737,26.6035,1.5028,0.5789,0.02661,1.83395
KAGGLE_004,41,2026-01-01T00:41:00,24.008,3.6529,0.0602,3.4922,4.1587,-1.7256,0.1377,-1.7302,26.8897,1.6007,0.3169,0.02,1.83685
KAGGLE_004,42,2026-01-01T00:42:00,29.703,3.6809,0.0653,3.4801,4.1159,-1.8535,0.1,-1.7353,26.5318,1.4205,0.2723,0.01854,1.83292
KAGGLE_004,43,2026-01-01T00:43:00,20.902,3.6745,0.0637,3.4846,4.1074,-1.8036,0.1138,-1.7029,25.7471,1.5795,1.0215,0.02503,1.78324
KAGGLE_004,44,2026-01-01T00:44:00,27.062,3.7263,0.0519,3.4129,4.1463,-1.8586,0.1309,-1.6602,26.2792,1.5921,0.5821,0.02091,1.81666
KAGGLE_004,45,2026-01-01T00:45:00,24.883,3.724,0.0617,3.4222,4.1309,-1.7571,0.1148,-1.716,26.293,1.5442,0.8765,0.02872,1.76682
KAGGLE_004,46,2026-01-01T00:46:00,21.381,3.6688,0.0542,3.4435,4.104,-1.7754,0.117,-1.7215,24.5473,1.6285,0.2313,0.02938,1.79701
KAGGLE_004,47,2026-01-01T00:47:00,21.635,3.7182,0.0667,3.4465,4.0783,-1.7702,0.1041,-1.6638,26.2142,1.3049,0.4871,0.02362,1.77934
KAGGLE_004,48,2026-01-01T00:48:00,24.547,3.6986,0.0692,3.4402,4.1471,-1.8315,0.1103,-1.6866,25.4145,1.621,0.6052,0.02059,1.77285
KAGGLE_004,49,2026-01-01T00:49:00,23.351,3.7035,0.0573,3.4785,4.1681,-1.7949,0.1153,-1.6825,23.6015,1.4348,1.0408,0.02385,1.77401
KAGGLE_004,50,2026-01-01T00:50:00,28.128,3.7228,0.0591,3.4049,4.0982,-1.8606,0.1196,-1.7133,26.5567,1.5746,0.4271,0.02006,1.75324
KAGGLE_004,51,2026-01-01T00:51:00,28.192,3.7043,0.0536,3.4357,4.0718,-1.8281,0.1254,-1.6904,24.429,1.3146,0.8648,0.01873,1.75496
KAGGLE_004,52,2026-01-01T00:52:00,20.946,3.7227,0.0627,3.4431,4.0975,-1.7245,0.1276,-1.7256,26.3023,1.634,0.8594,0.02285,1.73805
KAGGLE_004,53,2026-01-01T00:53:00,20.765,3.6873,0.0529,3.4977,4.1338,-1.7389,0.1153,-1.652,23.3151,1.671,0.8743,0.02134,1.75633
KAGGLE_004,54,2026-01-01T00:54:00,29.504,3.6757,0.0631,3.4883,4.1537,-1.8107,0.1047,-1.7308,24.0439,1.4213,0.6626,0.02781,1.726
KAGGLE_004,55,2026-01-01T00:55:00,27.99,3.6874,0.0595,3.4761,4.1137,-1.7605,0.1311,-1.7223,25.6858,1.5418,1.0188,0.02517,1.73513
KAGGLE_004,56,2026-01-01T00:56:00,24.072,3.6519,0.0583,3.413,4.0967,-1.7841,0.139,-1.7182,23.8853,1.3072,0.4921,0.01596,1.73272
KAGGLE_004,57,2026-01-01T00:57:00,27.12,3.7327,0.0618,3.4635,4.1029,-1.8178,0.1372,-1.7487,24.3624,1.4385,0.5999,0.02193,1.72949
KAGGLE_004,58,2026-01-01T00:58:00,22.106,3.7198,0.0635,3.4256,4.0732,-1.7436,0.1387,-1.6869,25.2453,1.4381,0.3868,0.02977,1.75264
KAGGLE_004,59,2026-01-01T00:59:00,22.918,3.6815,0.0635,3.403,4.1325,-1.8533,0.1141,-1.7068,26.9833,1.3094,1.076,0.02335,1.72612
KAGGLE_004,60,2026-01-01T00:00:00,22.347,3.7421,0.0526,3.4607,4.155,-1.8645,0.1087,-1.6508,25.283,1.3714,0.3432,0.02666,1.72931
KAGGLE_004,61,2026-01-01T00:01:00,24.011,3.6909,0.065,3.4418,4.1299,-1.8289,0.1145,-1.7394,26.539,1.6841,0.8856,0.01977,1.73983
KAGGLE_004,62,2026-01-01T00:02:00,23.922,3.7359,0.0599,3.4464,4.1526,-1.8081,0.137,-1.7322,24.1536,1.5131,0.5006,0.02196,1.72381
KAGGLE_004,63,2026-01-01T00:03:00,29.073,3.6883,0.0631,3.4974,4.111,-1.7782,0.1248,-1.7361,25.4797,1.6996,0.7396,0.02598,1.69793
KAGGLE_004,64,2026-01-01T00:04:00,23.25,3.675,0.0614,3.4472,4.0791,-1.8208,0.1297,-1.6616,25.6165,1.5208,0.9771,0.02775,1.74026
KAGGLE_004,65,2026-01-01T00:05:00,23.691,3.7375,0.0535,3.4937,4.1621,-1.8284,0.1117,-1.6606,23.828,1.4845,0.4205,0.02405,1.68915
KAGGLE_004,66,2026-01-01T00:06:00,27.968,3.7473,0.06,3.4111,4.1304,-1.827,0.1368,-1.7341,24.8488,1.685,0.2062,0.01548,1.7348
KAGGLE_004,67,2026-01-01T00:07:00,28.671,3.7496,0.0672,3.407,4.1117,-1.8384,0.1286,-1.7379,26.1064,1.5588,0.6808,0.01536,1.71199
KAGGLE_004,68,2026-01-01T00:08:00,27.26,3.6793,0.058,3.4822,4.1469,-1.8219,0.1287,-1.6988,25.5985,1.4714,0.3117,0.01719,1.69619
KAGGLE_004,69,2026-01-01T00:09:00,28.252,3.7254,0.0522,3.4169,4.1113,-1.8256,0.1365,-1.6704,23.8403,1.3389,0.7778,0.01611,1.67907
KAGGLE_004,70,2026-01-01T00:10:00,24.916,3.6745,0.0552,3.4295,4.1145,-1.754,0.128,-1.6932,25.3777,1.6045,0.3332,0.01933,1.71326
KAGGLE_004,71,2026-01-01T00:11:00,23.709,3.6863,0.0558,3.4945,4.0858,-1.7786,0.119,-1.706,24.1795,1.5975,0.8256,0.0172,1.66857
KAGGLE_004,72,2026-01-01T00:12:00,23.842,3.7137,0.0506,3.4212,4.1003,-1.7865,0.1104,-1.6779,25.9818,1.6984,0.5653,0.02428,1.66886
KAGGLE_004,73,2026-01-01T00:13:00,23.442,3.6656,0.0671,3.4314,4.1074,-1.7415,0.1194,-1.7331,25.1009,1.3702,1.0074,0.01521,1.65756
KAGGLE_004,74,2026-01-01T00:14:00,23.424,3.6809,0.0545,3.4278,4.1478,-1.7537,0.126,-1.7143,24.8373,1.6651,1.0157,0.0276,1.70018
KAGGLE_004,75,2026-01-01T00:15:00,27.831,3.7024,0.0546,3.4203,4.1364,-1.8162,0.104,-1.717,23.2688,1.5213,0.6813,0.02612,1.69014
KAGGLE_004,76,2026-01-01T00:16:00,29.704,3.6556,0.0613,3.4248,4.0956,-1.7617,0.1276,-1.6849,23.9803,1.5759,0.6105,0.0156,1.6878
KAGGLE_004,77,2026-01-01T00:17:00,25.52,3.6591,0.0538,3.4831,4.0764,-1.7355,0.1209,-1.7439,23.9103,1.5343,0.7231,0.02196,1.66804
KAGGLE_004,78,2026-01-01T00:18:00,27.814,3.6819,0.0627,3.4196,4.0816,-1.8667,0.1079,-1.6958,23.86,1.4949,0.7124,0.02373,1.65977
KAGGLE_004,79,2026-01-01T00:19:00,21.115,3.7387,0.0655,3.4195,4.1506,-1.7817,0.1183,-1.75,26.0182,1.5405,0.6433,0.01765,1.6753
KAGGLE_004,80,2026-01-01T00:20:00,25.142,3.7451,0.056,3.4867,4.0949,-1.836,0.1225,-1.7191,24.7602,1.6909,1.0511,0.02231,1.65015
KAGGLE_005,1,2026-01-01T00:01:00,21.631,3.6566,0.0586,3.4305,4.1625,-1.8091,0.1255,-1.6961,23.7306,1.6115,0.8866,0.0182,1.9891
KAGGLE_005,2,2026-01-01T00:02:00,23.2,3.703,0.0521,3.43,4.131,-1.7886,0.1062,-1.7344,26.0656,1.6143,0.9671,0.02415,1.98609
KAGGLE_005,3,2026-01-01T00:03:00,29.567,3.7481,0.0631,3.4789,4.148,-1.8369,0.1373,-1.7028,26.425,1.4214,0.3305,0.02001,1.96054
KAGGLE_005,4,2026-01-01T00:04:00,27.452,3.695,0.0585,3.4394,4.1117,-1.758,0.1162,-1.6531,24.4144,1.6221,1.0775,0.02651,1.96748
KAGGLE_005,5,2026-01-01T00:05:00,27.043,3.6709,0.0643,3.4295,4.1073,-1.8285,0.1316,-1.7174,25.2399,1.3798,0.3935,0.02254,1.94257
KAGGLE_005,6,2026-01-01T00:06:00,21.068,3.6743,0.0565,3.448,4.1421,-1.8048,0.1388,-1.7454,25.6377,1.5751,1.018,0.02231,1.98795
KAGGLE_005,7,2026-01-01T00:07:00,26.067,3.6875,0.052,3.464,4.0976,-1.8209,0.1369,-1.7389,23.5371,1.5999,0.4921,0.02663,1.94855
KAGGLE_005,8,2026-01-01T00:08:00,21.518,3.665,0.056,3.42,4.0788,-1.8408,0.1229,-1.6737,24.0429,1.5124,0.4623,0.01533,1.95175
KAGGLE_005,9,2026-01-01T00:09:00,20.68,3.7286,0.0642,3.4314,4.1553,-1.7352,0.1178,-1.6615,23.7366,1.4873,0.6147,0.02,1.96845
KAGGLE_005,10,2026-01-01T00:10:00,27.041,3.6755,0.065,3.4023,4.0819,-1.8143,0.1159,-1.7014,23.1921,1.5114,1.0217,0.02268,1.958
KAGGLE_005,11,2026-01-01T00:11:00,24.372,3.6532,0.0601,3.4798,4.149,-1.8013,0.123,-1.6866,25.9377,1.5261,1.0768,0.02671,1.91353
KAGGLE_005,12,2026-01-01T00:12:00,27.986,3.7346,0.0518,3.4922,4.131,-1.7211,0.1301,-1.6733,24.7238,1.4107,0.6062,0.02821,1.9397
KAGGLE_005,13,2026-01-01T00:13:00,26.504,3.6573,0.063,3.434,4.1228,-1.7692,0.1328,-1.7068,23.0859,1.5299,0.2057,0.02742,1.94737
KAGGLE_005,14,2026-01-01T00:14:00,22.252,3.6927,0.0552,3.4223,4.1375,-1.8277,0.1183,-1.6835,26.0797,1.5298,0.5192,0.0282,1.89943
KAGGLE_005,15,2026-01-01T00:15:00,21.526,3.7273,0.0541,3.4182,4.0726,-1.7837,0.1338,-1.6721,25.1603,1.6819,0.4947,0.01973,1.9456
KAGGLE_005,16,2026-01-01T00:16:00,22.088,3.6803,0.0585,3.4271,4.1636,-1.8452,0.1142,-1.7363,26.5955,1.4759,0.9507,0.02063,1.90265
KAGGLE_005,17,2026-01-01T00:17:00,27.439,3.724,0.0576,3.4447,4.1099,-1.8471,0.1152,-1.6686,23.3714,1.37,1.022,0.02587,1.91077
KAGGLE_005,18,2026-01-01T00:18:00,27.566,3.662,0.0598,3.4605,4.145,-1.8293,0.1076,-1.6515,26.1992,1.4439,0.4298,0.01668,1.88674
KAGGLE_005,19,2026-01-01T00:19:00,20.073,3.7303,0.058,3.4857,4.1055,-1.7287,0.1335,-1.7066,26.3912,1.4203,1.0997,0.01627,1.90217
KAGGLE_005,20,2026-01-01T00:20:00,23.897,3.6971,0.069,3.4275,4.1347,-1.8283,0.1056,-1.7251,25.2583,1.3512,0.3402,0.02543,1.9087
KAGGLE_005,21,2026-01-01T00:21:00,20.612,3.7302,0.0673,3.4661,4.1072,-1.8136,0.1063,-1.7328,26.7452,1.6861,0.8678,0.02715,1.91116
KAGGLE_005,22,2026-01-01T00:22:00,28.791,3.6609,0.0532,3.4498,4.1006,-1.78,0.1364,-1.7235,24.2843,1.6133,0.4984,0.02833,1.87167
KAGGLE_005,23,2026-01-01T00:23:00,28.72,3.7414,0.0509,3.4377,4.1299,-1.796,0.1063,-1.7485,26.5888,1.3368,1.0894,0.01669,1.85819
KAGGLE_005,24,2026-01-01T00:24:00,29.834,3.7356,0.0607,3.4134,4.1303,-1.7781,0.1125,-1.7031,26.6115,1.3513,0.7907,0.02048,1.88005
KAGGLE_005,25,2026-01-01T00:25:00,27.163,3.6978,0.065,3.4852,4.0896,-1.8449,0.1052,-1.6558,23.9022,1.3329,0.2853,0.02106,1.88371
KAGGLE_005,26,2026-01-01T00:26:00,21.052,3.6726,0.0537,3.4659,4.1029,-1.7242,0.1267,-1.698,25.3087,1.6534,0.8839,0.01698,1.8955
KAGGLE_005,27,2026-01-01T00:27:00,26.612,3.7079,0.0687,3.4034,4.1606,-1.8184,0.1019,-1.7302,23.7287,1.3572,0.2307,0.02692,1.86301
KAGGLE_005,28,2026-01-01T00:28:00,23.225,3.7072,0.0597,3.4344,4.1329,-1.7493,0.1231,-1.7048,23.8593,1.5485,0.6913,0.01677,1.84282
KAGGLE_005,29,2026-01-01T00:29:00,27.685,3.7424,0.0567,3.4893,4.0955,-1.7509,0.1195,-1.6951,25.653,1.5672,0.5081,0.02279,1.8453
KAGGLE_005,30,2026-01-01T00:30:00,23.654,3.7142,0.0693,3.4126,4.0927,-1.8068,0.1044,-1.695,24.1829,1.6493,0.4763,0.02154,1.82777
KAGGLE_005,31,2026-01-01T00:31:00,20.83,3.7367,0.0601,3.4398,4.1641,-1.7202,0.1078,-1.666,23.8874,1.3067,0.8601,0.02031,1.87849
KAGGLE_005,32,2026-01-01T00:32:00,21.518,3.736,0.0605,3.48,4.1063,-1.8431,0.1379,-1.6969,24.4979,1.3401,0.3491,0.02451,1.85095
KAGGLE_005,33,2026-01-01T00:33:00,28.432,3.7251,0.053,3.4942,4.131,-1.7427,0.1111,-1.6541,26.7956,1.4186,1.0109,0.02958,1.84746
KAGGLE_005,34,2026-01-01T00:34:00,24.68,3.6636,0.0688,3.4,4.0951,-1.7911,0.1125,-1.6577,25.4525,1.6837,0.2533,0.02116,1.85948
KAGGLE_005,35,2026-01-01T00:35:00,28.224,3.7265,0.0661,3.4951,4.0942,-1.7542,0.1258,-1.7109,23.7735,1.6337,0.2635,0.02945,1.80997
KAGGLE_005,36,2026-01-01T00:36:00,28.926,3.6623,0.0648,3.4944,4.0852,-1.8091,0.1269,-1.6739,23.0431,1.3469,0.48,0.01654,1.81343
KAGGLE_005,37,2026-01-01T00:37:00,24.711,3.716,0.056,3.4125,4.1443,-1.8073,0.1028,-1.6521,26.642,1.4366,0.4449,0.02982,1.83009
KAGGLE_005,38,2026-01-01T00:38:00,28.911,3.6613,0.0593,3.4585,4.1576,-1.7694,0.1318,-1.6742,23.8985,1.3412,1.0978,0.02405,1.81079
KAGGLE_005,39,2026-01-01T00:39:00,23.625,3.7369,0.0633,3.4837,4.1663,-1.8125,0.1255,-1.6635,24.1208,1.5896,0.4483,0.01878,1.81938
KAGGLE_005,40,2026-01-01T00:40:00,24.196,3.7336,0.0697,3.4083,4.0801,-1.751,0.1097,-1.7005,25.3643,1.5663,0.2936,0.02671,1.80946
KAGGLE_005,41,2026-01-01T00:41:00,25.607,3.7337,0.0575,3.4519,4.1625,-1.8188,0.1241,-1.691,26.1744,1.6816,0.7181,0.01676,1.81707
KAGGLE_005,42,2026-01-01T00:42:00,23.607,3.7173,0.0681,3.4422,4.1094,-1.7609,0.1139,-1.6712,26.4089,1.5293,0.6705,0.0291,1.81597
KAGGLE_005,43,2026-01-01T00:43:00,26.281,3.7278,0.0634,3.4026,4.1267,-1.8761,0.1378,-1.7401,26.6827,1.6208,0.8562,0.02774,1.8145
KAGGLE_005,44,2026-01-01T00:44:00,28.184,3.6844,0.0695,3.4249,4.1146,-1.8724,0.1183,-1.6509,24.0527,1.6175,0.3884,0.02656,1.77652
KAGGLE_005,45,2026-01-01T00:45:00,23.219,3.6901,0.057,3.4815,4.1545,-1.7429,0.1134,-1.6884,25.9594,1.6345,0.4048,0.02743,1.78975
KAGGLE_005,46,2026-01-01T00:46:00,27.219,3.7139,0.0563,3.4497,4.0886,-1.8188,0.1106,-1.6793,24.4024,1.6224,1.0062,0.02632,1.7586
KAGGLE_005,47,2026-01-01T00:47:00,23.228,3.6611,0.0616,3.4909,4.14,-1.7903,0.1303,-1.6962,24.5919,1.5783,0.3788,0.01636,1.80571
KAGGLE_005,48,2026-01-01T00:48:00,28.769,3.6905,0.0553,3.4716,4.1233,-1.8165,0.1369,-1.7396,26.8243,1.6258,0.9987,0.01941,1.77967
KAGGLE_005,49,2026-01-01T00:49:00,20.822,3.7499,0.0589,3.4041,4.1248,-1.7732,0.111,-1.7006,26.333,1.6933,0.4208,0.01839,1.77365
KAGGLE_005,50,2026-01-01T00:50:00,22.16,3.6512,0.0549,3.4021,4.1312,-1.7459,0.1166,-1.6949,25.2723,1.4649,0.9631,0.02371,1.77397
KAGGLE_005,51,2026-01-01T00:51:00,28.886,3.7479,0.0649,3.4707,4.1682,-1.7515,0.1105,-1.713,26.6002,1.6748,0.4881,0.02036,1.7684
KAGGLE_005,52,2026-01-01T00:52:00,21.345,3.736,0.0697,3.4247,4.1238,-1.8594,0.1392,-1.6716,25.0298,1.4903,0.4821,0.02711,1.78393
KAGGLE_005,53,2026-01-01T00:53:00,27.201,3.7218,0.0629,3.4554,4.1685,-1.8056,0.123,-1.7447,25.4752,1.4989,0.5926,0.0293,1.75838
KAGGLE_005,54,2026-01-01T00:54:00,25.6,3.7059,0.0512,3.4348,4.1568,-1.8563,0.1273,-1.7435,25.8755,1.5279,1.0526,0.02592,1.72812
KAGGLE_005,55,2026-01-01T00:55:00,24.908,3.7204,0.0689,3.4986,4.0915,-1.8077,0.1215,-1.6825,24.3221,1.5279,0.9884,0.02919,1.75637
KAGGLE_005,56,2026-01-01T00:56:00,25.396,3.7181,0.0563,3.4007,4.131,-1.7661,0.1143,-1.738,26.9094,1.5455,0.6768,0.02596,1.71793
KAGGLE_005,57,2026-01-01T00:57:00,22.488,3.7102,0.0652,3.4179,4.0881,-1.7761,0.1198,-1.738,23.3564,1.6785,0.7166,0.02924,1.74896
KAGGLE_005,58,2026-01-01T00:58:00,24.076,3.7196,0.0528,3.4343,4.0796,-1.8232,0.1283,-1.6621,24.9987,1.3738,0.5613,0.0184,1.724
KAGGLE_005,59,2026-01-01T00:59:00,26.33,3.684,0.065,3.4524,4.072,-1.783,0.1393,-1.7441,24.4926,1.3674,1.0672,0.02294,1.75564
KAGGLE_005,60,2026-01-01T00:00:00,23.848,3.6528,0.0681,3.4563,4.1559,-1.7271,0.1075,-1.6879,23.7271,1.3873,0.5107,0.02808,1.69255
KAGGLE_005,61,2026-01-01T00:01:00,25.997,3.7074,0.0678,3.4706,4.158,-1.8516,0.106,-1.6681,23.1214,1.3155,0.6838,0.02937,1.7428
KAGGLE_005,62,2026-01-01T00:02:00,28.072,3.6812,0.0558,3.4349,4.088,-1.797,0.136,-1.7002,25.414,1.6989,1.028,0.02907,1.74027
KAGGLE_005,63,2026-01-01T00:03:00,25.48,3.6889,0.059,3.4116,4.1254,-1.8259,0.1146,-1.7261,26.2703,1.3753,0.5639,0.02037,1.73534
KAGGLE_005,64,2026-01-01T00:04:00,29.211,3.7311,0.0682,3.4708,4.1539,-1.8642,0.1208,-1.6836,24.2822,1.5109,0.7176,0.02298,1.73042
KAGGLE_005,65,2026-01-01T00:05:00,25.464,3.6701,0.0564,3.4448,4.0898,-1.7289,0.1171,-1.7065,23.3296,1.3095,0.2939,0.02342,1.6949
KAGGLE_005,66,2026-01-01T00:06:00,23.059,3.7492,0.0654,3.4771,4.1399,-1.7956,0.1017,-1.6553,24.2285,1.535,1.0102,0.02314,1.70365
KAGGLE_005,67,2026-01-01T00:07:00,27.393,3.7034,0.0509,3.4303,4.0888,-1.7257,0.1021,-1.6675,26.4948,1.5954,0.6716,0.01767,1.70136
